x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19,x_20,x_21,x_22,x_23,x_24,x_25,x_26,x_27,x_28,x_29,x_30,x_31,x_32,x_33,x_34,x_35,x_36,x_37,x_38,x_39,x_40,x_41,x_42,x_43,x_44,x_45,x_46,x_47,x_48,x_49,x_50,x_51,x_52,x_53,x_54,x_55,x_56,x_57,x_58,x_59,x_60,x_61,x_62,x_63,x_64,x_65,x_66,x_67,x_68,x_69,x_70,x_71,x_72,x_73,x_74,x_75,x_76,x_77,x_78,x_79
0.45855856,0.083102316,0.29767433,0.11170011,-0.40377396,0.57164985,1.3387476,0.66399896,0.5424585,0.95750064,-0.7319363,-0.46761125,2.0363224,-1.5273949,-0.50615525,-0.37523645,-0.59077954,0.46759075,0.29547474,-0.3363988,0.863524,0.29960304,0.92121357,-0.17886452,-0.20518294,1.2347689,-1.3217107,-0.4107494,-0.4260175,-0.12923625,0.002210866,0.63322496,0.67683506,-0.05824898,0.08506331,-0.10740722,0.68010736,1.1166815,1.4830295,-0.012285271,-0.5762709,0.47355294,0.5797878,-0.24353717,-0.18548566,-0.91581595,0.21618918,-0.28053313,-0.87813985,-0.038792353,0.47255152,0.5596979,0.35411826,0.19260706,0.9626112,0.47204334,-0.1588345,-0.49830198,-0.7646021,-0.7038029,0.75509167,-0.8422559,-0.12877405,-0.15346363,-0.11416265,0.04737146,-1.0393761,-0.024420543,0.2618526,0.06906819,1.0832101,-0.019716708,-0.13570406,0.01970215,0.29573572,-0.6355983,0.65972656,-1.0212853,-0.55858004,0.59164417
0.039982885,-0.026512645,-1.0372111,-1.1522517,0.060014185,0.81410885,2.680485,-1.0566151,0.7965203,0.6595815,-0.25244007,-2.9104536,-1.1724917,-1.3087128,-0.043236457,1.3525763,-0.8424482,0.16794717,0.79832953,-0.16220407,0.10947288,0.99919677,1.2579843,0.23284449,-0.43104577,0.48376212,-0.3595315,-0.5913581,-0.0630086,-0.42007864,-0.25238535,0.33511022,-0.0057200775,0.07285261,-0.14293341,0.75216985,0.2442431,0.3146236,1.4557538,0.51327956,-0.58826524,0.16187938,0.08131983,0.19704148,0.1314945,-1.0014758,-0.36282498,-0.05272986,-0.25280124,-0.15959086,-0.09061275,0.64862597,0.12028672,0.01091777,1.1426843,-0.06724442,-0.09973552,-0.36120525,-0.5816616,-0.0967443,0.06927703,-1.0603981,-0.4920875,0.20355864,-0.3603205,-0.23370709,-0.105189286,0.2798605,-0.24031737,0.101225704,1.2848364,0.104767546,-0.49009278,-0.12048516,0.18880904,-0.37048006,0.20131588,-0.66067624,-0.85053617,0.4259821
0.06385273,-0.7947433,0.2491901,0.68632555,-0.8587769,0.4848664,1.0466949,-0.20272186,-0.80249286,0.7843096,0.11489879,-1.2267404,0.95745647,-1.379033,-0.14389026,0.38693282,1.0590409,-0.83677375,-0.18394506,-0.62197286,2.2353394,0.79325736,1.5883772,-0.14429832,0.3725252,-0.043846767,-0.69273704,-0.18860157,-0.5512875,0.115968354,-1.9117634,-0.641949,0.761334,-1.7461873,-1.4439213,-0.39665082,1.2605726,0.6535791,0.8381034,1.3889455,0.4983202,-0.08913687,-0.6215327,-0.70160055,1.2837354,-0.025462996,-0.20150846,0.64583135,0.6808813,-0.47636417,-1.1601274,0.02707357,1.4959536,-0.02831099,0.75472057,0.4358672,1.174647,-0.33731002,-1.1163148,-1.2547034,0.32898164,-0.45141673,0.6885898,-0.3240194,0.5351893,-0.8576223,-0.09543128,-0.0038337098,1.6186403,1.3241451,1.2455465,-0.69240016,0.025109068,0.36658564,-0.6309992,-0.6665034,-1.1332053,-0.3367413,-0.39327288,-0.23321547
1.0586745,0.66215295,-1.855731,0.027679514,1.1133747,0.8289219,3.2218955,-0.07035874,1.3942156,0.61341447,-0.19163127,-1.071074,-1.4359331,-1.8828162,-0.33787468,-0.2588443,0.80974245,-0.44861755,-0.35321262,-0.92428744,2.0592296,1.351164,1.3332279,0.25562647,0.5140363,-0.16761127,-0.51650786,-0.2163844,-0.8234514,-0.46752867,-1.3517932,-0.27425036,0.53485173,-1.4108703,-1.524578,-0.6427434,1.1103239,0.5818257,0.97555864,1.1831096,0.36255068,0.16519205,-0.30783433,-0.9048175,0.7836487,-0.1515776,-0.55606216,0.9959154,0.72580045,-0.4903717,-0.94126576,-0.10746288,1.6727631,-0.15101406,0.7796289,0.5899245,1.0897174,-0.3557264,-1.1159585,-0.8425358,0.08362673,-0.64886653,0.4303085,-0.24627028,0.514719,-0.84472716,-0.11547345,0.1614486,1.3328683,1.2962627,1.1805534,-0.383596,0.20894136,0.27017465,-0.34828022,-0.70614994,-1.2259792,-0.5285481,-0.29921234,-0.22573757
-0.03290415,-0.91764754,0.5229819,1.294169,-0.73893124,-0.7043945,2.461825,0.28147122,-0.7616065,-1.2202361,-0.288476,-1.8055558,0.4291649,0.43345708,-0.31442866,-0.5845152,-0.092784874,-0.23303194,0.6233793,0.34788775,0.045858074,-0.40183997,2.1679301,0.10654177,-1.037563,-0.21979858,-0.18213847,-0.17419815,0.68460387,-0.20273322,0.36737302,0.6963626,-0.33010632,0.04282173,0.17976849,0.41913873,0.40851316,0.17301323,1.5105661,0.17152396,-0.7228284,0.43699515,0.06605014,0.031595975,0.47830296,-0.6238603,-0.36139894,-0.070092425,0.30570042,0.12533338,-0.21124838,1.1394398,-0.05531886,0.34119356,1.3666531,0.2437983,-0.31968108,-0.5098926,-0.030903632,-0.36451,-0.31707314,-0.5687822,-0.70152736,0.78434473,-0.54127336,-0.38795066,0.05125619,0.4286609,-0.21701738,0.06564919,1.2610048,0.24485745,-0.31851417,-0.2582127,0.120165676,-0.5599675,0.104534805,-0.48797947,-0.78265274,0.35849866
-0.41917637,-0.4045204,-0.13035026,0.8259241,-0.3226178,-0.4626204,1.133081,0.5094482,-0.19814275,0.38775876,0.5137857,-1.362854,0.9407868,-0.7193306,-0.6121768,-0.09868345,-0.59856516,0.49670243,0.26213214,0.52533853,0.40777183,0.6449131,1.0526024,0.52304894,-0.86413157,-0.21542825,-0.26395094,0.0038288105,0.030377723,-1.0004365,-0.3440512,0.09187697,-0.5325154,0.019242916,0.6320312,0.6720096,0.50600964,-0.11409329,1.1386212,-0.013056807,-0.65109205,-0.036315065,0.24710909,-0.30491707,0.393158,-0.5564111,-1.2684121,0.17510256,-0.034976438,-0.31581694,-0.12522689,0.76007485,-0.100842245,0.062271968,1.3284883,0.13362831,-0.18477741,-0.4101362,-0.3828662,-0.34990948,0.032805644,-0.8327713,-0.46280733,0.16759904,-0.33852574,-0.6581823,0.5081507,0.82571846,-0.37402308,-0.026422052,1.3569299,0.11065186,-0.16509725,-0.15058641,0.20643722,-0.5703616,0.38225123,-0.2519768,-0.85772914,0.099616215
-0.2780922,-0.9168198,0.4608217,1.2642647,0.50669026,-0.053406958,0.69238925,-0.52935356,-0.7421671,-0.037673846,0.9548301,-2.2721741,0.23408008,-1.1122389,-0.7727814,0.5000419,-0.70816594,-0.22013892,0.18220766,0.35894334,0.36839086,0.19033349,1.5323517,0.3708238,-0.6363566,0.5388746,-0.2715216,0.015171256,-0.09813184,-0.6750024,-0.16164206,0.6169775,-0.6503818,-0.26721466,-0.1476877,0.55304295,0.62877876,-0.014873516,1.08397,0.17310944,-0.25841516,0.23798116,0.42604986,0.30120996,0.23008755,-0.8457354,-0.9088571,0.07260699,0.1734473,-0.3208513,-0.036769748,0.75068444,0.10975465,-0.29816183,0.8296043,0.033876974,-0.14817187,-0.37134698,-0.3366223,-0.5695842,-0.45263854,-1.1619071,-0.43745425,0.26044595,-0.3845099,-0.68337613,0.1519596,0.16087201,-0.20171276,0.42724413,0.83150554,0.5784855,-0.44881058,-0.12622567,0.39438683,-0.4904151,-0.11145459,-0.52280855,-0.715311,0.4076311
-0.102463104,-0.9146012,0.24786496,2.1392188,0.5271944,-0.42726097,0.84686804,-0.6978966,0.19590792,-0.42236957,0.34769416,-1.5718216,1.4573158,-0.60764724,-0.42271388,-0.7871172,-0.49302357,-0.4321495,0.87064576,0.5599405,0.48840404,0.07687922,1.1635149,0.47171924,-1.1405329,-0.24785353,-0.1933683,-0.63768923,0.029000359,-0.4203607,0.008106615,0.10734945,0.03617093,0.15412018,0.41378164,0.5929873,0.867974,-0.6453389,1.4897091,0.6275957,-0.91144,-0.0009367445,0.3237917,-0.2990491,0.553045,0.07625534,-0.9120895,-0.43116215,0.1092938,0.033116575,-0.025935173,0.87565494,0.20250784,0.2618734,1.150938,-0.14849737,-0.44953817,-0.64080524,-0.36289802,-0.3564679,-0.30458847,-0.59261,-0.7743891,0.38841227,-0.22047059,-0.46853316,0.5080561,0.7490399,-0.28618422,0.18464638,0.95291275,0.09267746,-0.5577652,-0.3750359,0.27991334,-0.6112168,0.4427242,-0.4332899,-0.81565547,0.32883146
1.7167135,-1.0180526,-1.6934173,0.3032214,0.0013666423,0.3952589,3.0196054,1.5666481,0.87029415,1.1183841,-0.15011396,-1.4624343,-0.788823,-0.23398322,0.0650684,0.77568376,0.8242569,-0.13209294,-0.61398697,0.26756766,1.3107488,0.8358198,1.5080583,0.4041664,0.014678765,0.9527915,-0.3846836,-0.72157663,-0.74605197,0.29753128,-0.85195065,-0.5629794,-0.6205878,0.043860916,0.35105312,0.4358301,0.5454299,-0.10962395,1.1293528,0.3083608,-0.52807826,0.026493557,0.029421002,-0.13625151,0.74170494,-0.75016177,-0.65644246,-0.27579704,0.057007395,-0.25139722,-0.8766536,0.5125097,1.1893556,0.12668242,0.7087397,0.76991713,0.6815946,-0.3397447,-1.1912967,-0.71997774,0.25277522,0.05895553,0.29795256,-0.23523913,0.49013764,-0.4679955,-0.50316304,0.16188021,0.7129851,0.82770056,1.1642603,-0.21023393,-0.06398762,0.24448173,-0.75879383,-0.53854746,-0.77035624,-0.28498843,-0.51055175,-0.35847083
-0.15416515,-0.81196666,0.4605979,1.9451246,0.1594221,0.31133056,1.1256777,0.580768,0.06558778,-0.9120126,0.76996475,-0.59132665,0.5942954,-0.6569324,-0.42905754,-0.2630293,-0.5247013,0.37762117,0.77484304,0.53494793,0.2303283,0.533627,1.8604182,0.11723216,-0.9522021,-0.008310146,-0.07867116,-0.09825772,-0.11568195,0.11283965,0.28414372,0.6260141,-0.6919668,-0.23447025,0.45490772,0.5330421,0.5310106,0.018412005,1.425062,0.39552674,-0.6225805,0.11706496,0.16925317,-0.1434185,0.22218937,-0.44971174,-0.46941736,-0.44210657,0.021614002,-0.16520867,0.024808029,0.98657846,-0.061160184,0.31066993,1.3090649,0.12446735,-0.03392628,-0.5815751,-0.26710197,-0.20146452,-0.18390605,-0.73103577,-0.6503233,0.3599468,-0.4900482,-0.3703058,0.15353045,0.26866361,-0.116893545,0.16310889,1.2026694,0.11572426,-0.31290978,-0.58264506,0.24997997,-0.62055594,0.34303367,-0.030748842,-0.8120396,0.33590746
-0.10545409,-0.09036017,0.9002487,1.6775107,-0.61236,-0.09259961,1.814921,0.22831951,-0.6727717,-0.19925639,-0.16520424,-1.0657148,-0.11249603,-0.6564724,-0.3076294,0.20149559,-0.4865209,-0.034246594,0.51513535,0.20359662,0.3203646,0.029841729,1.6237202,0.16010496,-0.88318276,0.23034948,-0.3705483,0.052480485,0.1605898,-1.1367292,0.42329514,0.46564344,0.53580755,-1.375169,-0.9845092,0.1223261,-0.14597023,0.5714052,0.8889965,1.1051059,-0.28565592,0.20497479,-0.68185645,-0.42670044,0.68825877,-0.39257342,-0.18783922,0.8061916,0.1330037,-0.3502962,-0.14911321,0.832879,-0.04163298,0.45249808,1.0442519,-0.04296851,-0.3209088,-0.29558638,-0.2096401,-0.3380703,-0.29298273,-0.98007756,-0.5466288,0.29771802,-0.5560334,-0.37010053,0.2424992,0.497709,-0.0788417,0.011952114,1.0787997,0.37132874,-0.4288113,-0.31266895,0.08384074,-0.52688843,0.26520652,-0.22445256,-0.7320797,0.16626781
0.41645578,-0.64525527,0.96263236,0.9771394,-0.24292313,0.048981145,1.5046514,0.62779087,-0.83035564,-0.51299214,0.15212935,-1.1518946,0.65384275,-0.91578376,-1.3964844,-0.13845842,-0.5958222,-0.22333309,0.51178026,0.43698773,-0.1189588,0.44890472,1.5502954,-0.07066518,-0.6401014,-0.61633414,-0.27078837,-0.07596137,-0.22551513,-0.9737945,-0.16935256,0.20486672,-0.28016478,0.059194803,0.5609497,0.63128805,0.60806596,0.1785203,1.3899436,0.40240094,-0.48739237,-0.05807274,0.24025297,-0.0492137,0.2890065,-0.504987,-0.93099946,-0.38509193,0.3280017,-0.10849891,-0.008042564,0.9372307,-0.070239246,0.25391597,1.1080859,0.068955004,-0.26823676,-0.28696072,-0.21285494,-0.29189765,0.004057444,-0.9891122,-0.41566974,0.16617173,-0.4289945,-0.38455585,0.1378678,0.58344096,-0.3243986,0.20951635,1.21567,0.22909826,-0.44596022,-0.30773595,0.44607553,-0.66093206,0.1593784,-0.3534044,-0.5495724,0.29566526
-0.68333566,-0.7002927,-0.09245021,0.40814608,-0.7637686,-0.01340415,1.231982,-0.45307225,-0.7493007,0.4284322,0.35622078,-1.3677537,1.2804046,-0.9863705,-0.29215115,-0.33885428,-0.8537398,-0.060029235,0.81893474,0.11518361,0.27936307,0.4589752,1.3218402,0.18304418,-0.4709252,0.45603138,-0.10600007,-0.38682944,0.21469608,-0.6323393,-0.4938529,0.8184638,-0.1608358,-0.009992669,0.4343413,0.48685983,0.19245227,0.26034287,1.5521238,0.39054236,-0.2506353,0.3302513,0.07273261,0.24959147,0.4566013,-0.946022,-0.5943072,0.08948236,-0.2837559,-0.47250032,-0.21421532,0.66435575,0.019381206,0.1261903,1.3247799,-0.07935789,-0.10613849,-0.31136408,-0.26930237,-0.18244484,-0.04148861,-0.8971434,-0.6014108,0.21501201,-0.46530697,-0.3890436,-0.05324295,0.3637942,-0.29586428,0.48199734,1.0833151,0.06931106,-0.63609767,-0.24096377,0.12300026,-0.39325812,0.17699295,-0.49553668,-0.75941056,0.41473797
1.7265544,-1.0858003,-1.768796,-0.91217417,0.7497587,0.95793194,2.9933243,0.9704746,0.7253025,0.35080063,-1.21463,-1.7755343,-0.5625101,-0.15951592,-0.11939409,0.92755413,1.190734,0.16811335,-0.4000777,-0.10583183,2.1032352,0.9541882,0.92515135,-0.08388382,0.24415453,0.7828037,-1.0507768,-0.3315979,-0.74456704,-0.21560207,-0.984317,0.155725,0.9475415,-1.2872021,-1.2802416,-0.31807917,0.5065583,0.849603,1.0851272,0.7283867,0.42713833,0.09976805,-0.701027,-0.6620687,0.5496282,-0.7757679,0.42598033,1.0675623,0.008778776,-0.6185529,-0.4489726,-0.115393355,1.7564416,0.15968074,0.726548,0.87199765,1.2002392,-0.41676247,-1.2352289,-0.9566994,0.44857392,-0.28076604,0.30432263,-0.2525999,0.4675248,-0.5260914,-0.33786473,-0.32577768,1.271414,0.96923727,1.1073356,-0.37023056,-0.4741625,0.49808848,-0.6263836,-0.69377923,-1.1456207,-0.67766845,-0.07364749,0.002064995
-0.18643242,-0.7094491,1.1388938,0.9306989,0.1929202,-1.1093014,1.9940237,0.88881683,-0.47227454,0.03627632,0.21192122,-1.050486,0.117221564,-1.0605577,-1.2600658,-0.09221403,-0.4194257,0.23417012,0.66142684,0.32039863,0.42596224,0.14876424,1.5695869,-0.20260358,-0.41668305,0.08357726,0.34381688,0.19079688,0.056758802,-0.9321927,0.41115186,0.63857985,-0.7271314,-0.43250227,0.76679456,0.12186755,0.4205256,0.34173134,1.4643625,0.18722396,-0.3599508,0.27910855,0.010492782,-0.23940277,0.27209154,-0.31755376,-0.6871403,-0.3641159,0.33166483,-0.41070768,0.045312505,0.90788376,-0.09844925,0.36209774,1.1497567,0.18607113,-0.15114945,-0.5676275,0.074322686,-0.35972667,0.13436796,-0.75452274,-0.3376101,-0.18135317,-0.8004994,-0.5253847,0.21764013,0.28221765,-0.15303181,0.17583185,1.0223162,0.17671597,-0.2461206,-0.504976,0.16139844,-0.83295035,0.121675,-0.3235658,-0.42143345,0.30153185
